8,5640,6920
8,5128,7176
-248,4871,7432
-248,4871,7432
-248,5127,7432
-760,5127,7688
-760,4871,7688
264,5128,7944
-1016,2823,8200
-2296,2311,10248
-5112,263,13064
-5112,-2809,15111
-2552,-8441,18695
1288,-12536,22023
9224,-12280,25607
22792,-7928,30727
-24824,-3576,-29689
-9720,-4088,-20729
-504,-7928,-8185
5128,-9207,3847
4873,-11767,8199
-5367,-17912,-7161
-31736,-20472,32263
520,-20472,22279
-17400,-16121,23815
-21752,-9209,27911
-24824,-9721,-22009
-26616,-15353,-8185
-25848,-18169,-5113
-25336,-18425,-2809
-24824,-15097,-3321
-24312,-11513,-13305
-23544,-11001,-18169
-20984,-15353,29959
-18936,-16633,25351
-18680,-17913,22279
-18424,-17657,14855
-17912,-16633,5383
-16632,-15097,-1017
-14841,-13305,-1273
-12793,-10233,-1529
-9209,-4089,-3833
-5369,2055,-4088
-3577,4615,-3576
-2809,4871,-3320
-2041,7175,-2552
-505,9223,-1272
-505,8967,-1272
-505,8711,-1784
7,9224,-2040
263,9992,-2040
775,10760,-1528
519,10760,-1528
263,11016,-1528
263,11528,-1784
519,12040,-2040
519,12296,-1784
1287,12552,-2040
1799,12808,-2552
1287,12808,-3064
1543,12808,-3320
1543,13576,-3064
1543,14344,-3064
2055,14344,-3576
2567,15112,-4088
2823,15368,-4344
2567,15624,-4600
3079,16648,-5368
4615,17416,-5368
5639,18184,-5624
5639,19208,-6648
5895,20744,-7928
7175,22024,-8696
8455,22280,-9976
10503,23560,-10232
10503,25352,-11000
11015,26632,-12536
12551,28168,-12792
13063,29448,-13048
13575,30216,-14328
14343,30984,-15096
14855,30984,-14840
15879,30984,-14840
15623,31496,-14840
15879,31752,-13816
16135,31240,-11768
15111,30728,-9720
14343,28936,-8952
13831,27400,-7672
13319,27400,-5368
12807,26120,-3576
11271,24840,-3064
10503,23304,-2296
9479,21768,-760
8711,21256,520
7432,19976,1032
6664,18440,1288
6664,18184,2056
6152,17416,3592
4872,16648,3592
4104,15112,3592
3848,14600,4616
3848,14344,5640
4104,13832,6152
3336,13064,6152
1800,13064,6152
1800,13064,6408
2568,13320,6664
2568,12040,7688
1288,11272,7688
264,11528,7688
520,12040,7944
776,12296,7944
776,12296,8200
776,11528,8968
1032,11272,9480
1032,11016,9480
520,11784,10248
264,12040,10504
264,11784,10248
1032,13064,10504
1544,13320,9992
-248,11783,9480
-760,9735,10248
520,7432,12040
776,3848,14344
264,1288,16392
-1016,7,17672
-2296,-3065,18439
-2552,-6393,20487
-2808,-9209,23303
-3832,-12793,26631
-5112,-14585,27655
-7160,-20473,-20729
-7160,-21241,-3065
-4600,-21497,14855
-247,-22521,31239
5129,-23800,-16377
10249,-24312,5639
14602,-26616,25607
17674,-32248,-31737
19210,27912,-31225
20234,29192,-30201
20234,-30968,-29689
8970,-29432,-31481
-11766,30983,-30969
-28406,20999,-30969
29450,13063,-30201
26378,14343,-30457
28682,24583,-30969
-31478,-31737,-30457
-27638,-25593,19207
-25078,-20217,-4601
-20471,-16633,-12025
-16887,-12537,-15609
-14327,-7161,-18681
-11511,-5369,-15097
-11767,-5113,-14073
-13047,-4857,32263
-13303,-4601,7431
-14327,-4601,-24825
-15096,-3833,10503
-15096,7,-18168
-14585,5127,26888
-12025,9223,17672
-7673,14343,15368
-4089,18951,19720
-1017,23815,23048
3335,30728,21768
8455,-28664,21256
10247,-25592,19208
10503,-25592,16648
11015,-26104,14344
12295,-25848,9480
13831,-24824,4616
14343,-23288,2056
14343,-22008,2056
14343,-21496,1544
14343,-21240,-1784
13574,-21496,-4856
13574,-22520,-7416
15622,-23288,-10232
16390,-23544,-12024
16902,-23800,-19448
16646,-23800,-22776
18182,-23800,-26360
20230,-23288,-32504
20742,-22776,27656
21766,-21496,23304
23302,-20728,19720
25350,-20728,14600
26886,-20728,9736
27654,-20472,7176
28934,-20728,4872
29702,-20472,1800
30214,-20472,-1272
30725,-19704,-1528
30981,-19704,-760
30981,-20728,520
31238,-20984,2824
31238,-21240,6664
31238,-21240,11272
30726,-22520,16648
29702,-24056,23048
28422,-24568,30984
27398,-26104,-25848
26374,-27128,-17656
25606,-27640,-15608
23302,-30968,-248
21254,32008,8712
19463,29448,16392
17927,27656,23560
15879,25352,30472
14087,23048,-27384
13063,21512,-21240
11783,19976,-16888
9735,18440,-12536
8967,17160,-8440
7943,15368,-5624
7687,14344,-3320
6919,14344,-1784
4871,12552,8
4104,11272,2312
4360,11272,3592
4104,11016,3592
3848,10248,3848
3336,9224,4872
3336,9224,4872
3080,9480,5128
2568,9480,5128
2568,8968,5640
2824,8968,6152
2568,8200,6408
2824,8200,6408
2824,8712,6152
3080,9224,5896
2824,8712,6152
2312,7944,6408
2056,7688,6920
1544,8200,7176
1800,8456,7176
1288,8456,7688
1032,8456,7432
776,7176,7944
264,6408,8712
520,6664,9224
264,7432,8968
264,7432,8968
1032,7688,8968
1544,7688,8712
1288,7688,8200
776,7432,8200
8,7688,8712
8,7688,8456
264,7688,8200
520,7432,8456
520,7688,8456
8,7688,8456
8,7176,8456
520,7176,8200
1032,6664,7688
1032,6920,7944
520,8200,7944
-504,8711,7944
8,8968,7688
1544,9480,7432
776,8968,7432
8,8200,7432
-248,8455,7944
8,8456,8200
1544,8968,7944
1544,9224,7688
520,9224,7432
776,9480,7176
520,9480,7176
776,8968,7432
1288,9224,6920
1544,9224,6920
1544,8968,6920
1288,8968,6664
1032,8712,6920
1544,9224,6664
1544,9736,7688
2568,9480,7432
2568,8968,7176
2056,9224,7432
1544,9224,7688
1800,9992,7432
1800,10760,7688
1800,10504,6920
3336,10504,6408
2824,10504,6664
1800,9992,6920
1800,9480,7432
2312,9480,7176
2312,9736,7432
2056,9736,7432
1288,9736,6920
1032,9736,6920
1544,9480,6920
2312,9224,6664
2312,9480,6920
1288,9224,6920
1544,9224,6664
1288,9480,6920
1544,9480,7176
1544,9224,7176
1544,9480,7176
2312,9736,7176
264,9480,7176
520,8968,7432
1032,8968,7432
1032,8968,7688
1288,8968,7176
1032,9480,6920
1032,9480,7176
2056,9480,7944
2312,9736,7944
2568,10504,7944
2568,10248,7432
2056,9736,7432
1800,9992,7432
1800,9992,7432
1544,9736,6664
2056,10248,6408
2312,10504,6408
2568,10760,6152
2568,10760,5896
2568,11272,5896
2824,11272,5640
2568,11016,5896
2568,10760,6408
1800,9992,6408
2824,9736,6408
3592,10760,6664
2824,10760,6664
2312,10248,6152
2312,10248,6152
2312,10248,6152
2568,10248,7176
2568,10760,7176
2056,10504,7176
2056,9736,6664
1800,11016,6920
2312,12296,6920
3080,12296,7432
3080,12040,7944
2824,12296,8200
3336,12552,7944
4104,12808,8200
4104,12552,8456
2824,12808,8456
