-3577,32005,-13305
-3577,31237,-13049
-3321,30981,-13305
-3321,30981,-13561
-3833,31749,-13305
-3577,31749,-13305
-4089,31493,-14073
-4345,30981,-14073
-4345,30981,-13817
-4345,31237,-14073
-4089,31493,-14073
-4089,31493,-13817
-4345,31493,-14329
-4089,30725,-14585
-4089,31493,-14585
-4345,31749,-14585
-4089,31493,-14329
-4089,31237,-14329
-4089,30981,-14329
-4345,31237,-14841
-4345,30981,-14841
-4345,30981,-14585
-4601,30981,-14841
-4345,31237,-14841
-4345,31237,-14585
-4345,30725,-14329
-4601,30469,-14329
-4345,30725,-14841
-3833,30725,-14841
-4345,30469,-14585
-4345,30213,-14585
-4345,30469,-14841
-4601,30469,-15353
-4601,29701,-15097
-4601,29701,-15097
-4345,29957,-15097
-4345,29957,-15353
-4345,30213,-15353
-3577,29957,-15097
-3577,29957,-15097
-4089,29701,-15353
-4089,30213,-14841
-4089,30469,-14585
-4345,29957,-15097
-3833,29701,-15353
-3321,29701,-15353
-3065,29701,-15097
-3065,30213,-14585
-3321,30469,-14585
-3321,29701,-14841
-3321,29701,-15353
-3577,29957,-15097
-3577,29957,-15353
-3321,29701,-15097
-3065,29701,-15353
-4089,29701,-15865
-3833,29445,-16121
-3833,29701,-15609
-4089,29701,-15097
-3833,29701,-15097
-3833,30213,-15353
-3577,30469,-15097
-3321,30981,-15097
-3321,30981,-14841
-3065,32005,-14073
-2297,-32763,-12793
-1529,-31483,-11257
-1273,-30715,-10233
-761,-30203,-9465
-505,-30459,-9721
-505,-30459,-10745
-249,-30971,-12281
-761,-31739,-14585
-761,-31995,-16121
-1017,-32251,-15865
-1017,-32507,-15353
-1785,31237,-14073
-2553,30213,-13817
-3321,29957,-13817
-4857,29445,-14329
-4857,29445,-14585
-4601,29445,-14585
-4345,29701,-14585
-3321,29445,-14841
-3577,29445,-14585
-3577,29701,-14329
-3577,29701,-15097
-3321,29701,-15609
-3577,28933,-15353
-3577,29189,-15353
-3833,29189,-15609
-3833,29445,-15353
-3577,29445,-14841
-3577,29189,-14841
-3321,29189,-14841
-3577,29445,-14329
-4089,29445,-12281
-4857,29957,-8953
