-15353,19717,-24313
-15097,20741,-22777
-14841,21509,-21241
-13817,22789,-19449
-13305,23813,-16377
-13049,25349,-14329
-12537,26885,-12793
-9721,27653,-11769
-9977,32005,-8185
-9977,-32251,-7161
-10233,-30715,-6649
-9977,-29435,-5369
-8441,-27899,-4089
-8185,-26875,-4089
-8185,-25083,-4345
-7673,-22523,-4089
-7417,-21755,-4089
-7161,-20987,-4089
-7673,-19707,-6393
-8441,-19451,-8185
-8185,-19195,-8953
-7161,-18427,-10745
-5881,-18171,-14073
-6393,-18939,-17401
-8441,-19963,-19193
-8441,-20219,-19705
-7929,-20475,-21753
-8441,-20731,-25593
-8441,-22011,-27385
-8953,-24827,-28665
-9209,-25851,-30713
-9209,-25595,-32761
-6393,-25339,32519
-9209,-27387,31495
-10233,-28923,30727
-11513,-30203,27655
-11769,-30203,27143
-12025,-30459,26887
-11257,-30715,26375
-11257,-31227,25351
-12025,-32251,24071
-12537,32005,24071
-12281,32261,25095
-12793,31749,24071
-12793,31749,24071
-13049,31749,23559
-13305,30469,23303
-13305,29701,23559
-13305,29445,23303
-13049,30213,23047
-13049,30469,22535
-13049,30213,23047
-13817,30469,23815
-14329,30469,24071
-14073,30213,24327
-13561,30469,24327
-13049,31749,25351
-9977,-32251,26375
-10489,-28667,26887
-10745,-29179,26887
-12281,-29691,26119
-12281,-28667,25863
-11257,-27387,26887
-7929,-24315,27911
-7673,-22011,29447
-7929,-21243,29703
-7929,-19451,29703
-7673,-19707,29959
-7929,-19451,30215
-7673,-19451,29447
-7161,-18683,28423
-6905,-17915,28679
-6905,-18427,28423
-7161,-19451,27911
-7161,-20987,26631
-8185,-22011,25863
-10489,-24059,25351
-13049,-28923,23559
-13817,-32763,20999
-15353,28933,19463
-16889,26373,19207
-17657,24581,19207
-14841,23813,18439
-17145,23557,17671
-17145,23557,17671
-18681,22277,17927
-18425,22277,17671
-18681,22533,17671
-18425,22789,17671
-18681,22789,17671
-18425,22789,17159
-17401,23557,17927
-16889,25861,20743
-16633,28165,24583
-14329,30981,28423
-12025,-30715,32519
-11257,-27899,-29433
-10233,-25083,-29689
-10233,-20731,-31225
-12793,-15355,30471
-12793,-10491,23303
-11257,-7419,13063
-9721,-2299,5383
-4345,5637,1800
1031,14854,1800
7431,31750,10504
9735,-16634,18184
13319,-12538,18440
8967,-28410,-4088
6918,20742,-12024
4358,8198,-14072
4358,-4858,-16633
4358,-14586,-16889
6150,-19962,-14073
6406,-26874,-12537
5638,30214,-12793
4870,22278,-13561
1030,12550,-14585
-4346,3333,-12537
-8186,-2299,-9210
-12026,-3579,-5370
-15610,-2811,-1274
-17402,-2299,2822
-18169,773,7687
-19193,3333,11271
-20217,6149,13831
-20729,8709,16391
-20729,9733,17415
-20729,9733,17927
-20985,10245,18951
-20473,11269,18951
-20729,11269,20231
-17145,11781,20743
-20985,11781,21255
-19961,11525,21511
-20985,11525,22279
-19705,12293,23303
-17913,13829,24583
-17913,14085,24583
-18169,14341,25351
-18425,13829,26375
-18169,13829,27911
-17145,14085,28679
-17145,14853,30215
-16633,15109,30983
-16633,14853,-32761
-16121,15877,-31225
-14329,15877,-30201
