-5369,-18427,-19449
-4345,-17659,-18681
-4089,-16891,-17913
-3065,-15611,-17401
-2809,-14331,-16377
-1785,-14075,-15865
-1017,-13051,-15865
-761,-12283,-16121
-249,-9723,-15353
-249,-8955,-14329
775,-7930,-13049
1543,-6138,-11257
1543,-5626,-10745
2567,-4858,-9209
4103,-3322,-8441
5127,-762,-8953
5895,1542,-10232
7175,3334,-12792
8967,5638,-15352
10503,7686,-15864
12295,9222,-16376
14599,11014,-16632
16647,11526,-17656
18183,11782,-20216
18951,12038,-22008
20999,12294,-24312
23559,12806,-27128
27399,14598,-30712
31751,18438,28424
-29689,23302,18184
-25081,29958,6152
-22009,-28154,-7160
-21498,-25594,-11768
-22778,-17146,31240
-26618,-12794,21256
-32250,-7418,14088
27142,-250,8968
20486,7942,4617
12550,16646,1033
4870,25094,-1015
-2811,32261,-3831
-8955,-28411,-6135
-13051,-25851,-8439
-15867,-23291,-8951
-18171,-20475,-7671
-20219,-16379,-4343
-21755,-13819,1545
-21498,-13051,8969
-19706,-15611,16905
-15866,-24571,26377
-10746,27141,-26103
-7674,7173,-10231
-6650,-16891,7176
-6393,23045,25864
-5625,-763,-22265
-5625,-18683,-8185
-6905,-28155,-505
-7929,-29947,1031
-7928,30981,4359
-7416,29189,6919
-7416,27653,8711
-7928,26885,10503
-8696,26117,12551
-8696,24581,14087
-8184,23813,15879
-7928,23813,16903
-7928,22021,17159
-8696,18949,17415
-9976,15365,17159
-11512,12549,16135
-13048,9221,15623
-12792,6405,15879
-12792,4101,18439
-12792,3589,20999
-12024,2309,21511
-11256,-507,21766
-11512,-2811,21766
-11768,-4091,22278
-10744,-5371,22534
-8696,-5883,23558
-7928,-6907,24326
-7672,-6651,23814
-7416,-6651,23558
-6648,-8187,20486
-6136,-8955,19462
-5624,-7931,18694
-4600,-5883,18182
-2808,-3067,16390
-1272,-1019,15110
-248,1797,14087
264,5638,13319
1288,8966,10759
2056,11782,8967
2056,14598,8455
2568,18438,7175
3080,22278,5383
3592,25350,2823
3592,28166,2055
3592,32006,1031
3848,-29178,7
4360,-26106,-1785
4615,-23034,-2297
5383,-19706,-2297
5639,-17402,-3833
5383,-15354,-6137
4103,-15098,-8185
3591,-14842,-9465
3591,-14074,-9977
3335,-12538,-11257
3335,-11770,-11001
3591,-10234,-10489
3847,-8442,-10233
3847,-7674,-10745
4103,-7674,-12025
2567,-8954,-13561
1799,-9466,-15097
2055,-9722,-15097
2055,-10234,-15097
1543,-11002,-15609
775,-11770,-15865
775,-12282,-15865
775,-13050,-16121
263,-14330,-17401
-1017,-16379,-18425
-1529,-18171,-19449
-1529,-19451,-19449
-2297,-20731,-19705
-3321,-21499,-19705
-3065,-21755,-19193
-2553,-22011,-17913
-2041,-21243,-16889
-1273,-19963,-16121
-1529,-19451,-16121
-761,-18427,-15609
263,-16890,-14585
775,-15354,-14073
1031,-13562,-13305
1287,-11770,-11257
1543,-11770,-8953
2311,-10746,-8185
3335,-8698,-7673
3847,-7418,-7417
5895,-5114,-7929
7431,-2042,-10489
8967,518,-15096
9735,2054,-17912
10503,2822,-18936
11783,3846,-19960
12295,4358,-21240
11783,3846,-20984
9735,1030,-20472
7431,-1530,-19705
5383,-3578,-18425
3847,-5626,-18169
2823,-7930,-17657
2311,-10234,-16377
2055,-11258,-16121
2055,-11258,-16121
2311,-11514,-15865
2823,-11770,-15865
3335,-11002,-15609
3335,-10490,-15865
3335,-9722,-15865
4103,-9722,-15609
4103,-9210,-15609
4359,-8698,-15353
4615,-8186,-15353
4871,-8186,-15353
4871,-7930,-15097
4615,-7674,-14585
5127,-7418,-14585
5383,-7162,-15353
5895,-7418,-15353
6919,-6650,-18169
7943,-2554,-27641
11015,4614,21768
15367,15110,-1528
20742,29702,-30968
24326,-18682,520
23558,-762,31496
15365,17158,-1015
1540,30470,-25591
-3324,-31995,-31479
-20988,18949,-27383
-22780,-3323,-1784
-19196,-26107,-31736
-14331,22789,3848
-8442,15109,-31736
-4602,10501,-8184
-2554,4357,11016
-2297,-2043,26887
-505,-6907,-26873
775,-11002,-18425
1031,-14074,-11769
1287,-15354,-7161
1543,-15098,-4345
3335,-14330,-2553
4615,-14074,-761
4871,-13306,519
3848,-13050,1287
3592,-13050,2055
4360,-13050,2567
4872,-13562,3591
4360,-14074,3847
3592,-14842,3335
3592,-14842,3335
3848,-15098,3335
3848,-15354,3591
4104,-15866,4871
4104,-16378,5639
4104,-16122,5895
4360,-16122,6407
4360,-16122,7431
4872,-15354,8967
6152,-13818,9223
7176,-13050,8967
7176,-13050,8967
6408,-13306,9223
5640,-13306,9735
5640,-12794,9735
5896,-12026,9223
6408,-11770,8967
6664,-11514,7431
6152,-12026,6663
5896,-12282,6919
5896,-11258,6919
6152,-9722,5383
6664,-8954,4103
6920,-8698,3591
6664,-8186,2567
7176,-7162,519
7176,-6138,-761
7431,-6138,-1017
7687,-6138,-2809
7431,-5626,-4089
6919,-5114,-5881
6663,-4858,-7161
6407,-4858,-7417
6663,-4858,-9209
6407,-4090,-11001
6407,-4090,-11769
6151,-4346,-12793
5895,-5370,-13305
5127,-5626,-14585
5127,-5882,-15353
3847,-7418,-16121
3591,-8186,-16633
2823,-8698,-17657
2311,-9722,-18425
2055,-10746,-18425
1287,-11514,-19193
263,-12282,-20217
263,-12282,-20217
-249,-12027,-19961
-249,-13563,-19961
-761,-14587,-19705
-761,-14587,-18681
-761,-14331,-18425
-249,-13819,-17657
1287,-12538,-16889
2567,-10234,-16377
2567,-7930,-15609
2823,-7418,-14585
3847,-6906,-13561
5383,-4858,-12025
5383,-4346,-10489
